Diet_type,Cuisine_type,Protein(g),Carbs(g),Fat(g),Cluster
caribbean,italian,18.58,96.02000000000001,16.040000000000006,6
caribbean,american,20.540000000000006,52.74000000000001,73.87,5
caribbean,italian,70.92,198.74,61.64,6
caribbean,asian,103.79,39.61,46.35000000000001,5
caribbean,south american,4.650000000000006,114.17,29.320000000000007,2
caribbean,british,18.730000000000004,161.9,29.61,5
caribbean,american,102.57,17.370000000000005,139.06,5
caribbean,american,168.33,61.099999999999994,198.81,5
caribbean,south american,4.760000000000005,116.26,14.959999999999994,2
caribbean,french,8.939999999999998,36.010000000000005,90.47,6
caribbean,mediterranean,10.689999999999998,28.78,15.579999999999998,8
caribbean,mexican,4.579999999999998,16.680000000000007,4.099999999999994,8
caribbean,french,45.91,155.32,113.15,6
caribbean,british,100.0,121.41,109.85,5
caribbean,american,43.42,352.63,38.010000000000005,5
caribbean,asian,128.54,498.9,42.11999999999999,5
caribbean,american,149.29,40.41,145.3,5
caribbean,mexican,294.48,74.04,212.66,7
caribbean,italian,24.810000000000002,74.45,123.19,6
caribbean,italian,87.05,26.489999999999995,73.66,6
caribbean,french,9.450000000000003,123.59,22.28,6
caribbean,nordic,14.469999999999999,124.98,69.95,2
caribbean,american,43.83,13.430000000000007,72.69,5
caribbean,asian,108.12,51.58,79.72,5
caribbean,american,32.53,14.870000000000005,64.25,5
caribbean,mediterranean,39.34,38.27000000000001,74.0,8
caribbean,american,60.55,303.43,137.4,5
caribbean,mexican,32.449999999999996,24.269999999999996,31.049999999999997,8
caribbean,british,57.42999999999999,176.46,103.41,5
caribbean,american,4.219999999999999,115.7,116.49,5
caribbean,american,24.53,175.16,109.81,5
caribbean,american,0.6700000000000017,35.579999999999984,26.239999999999995,5
caribbean,italian,6.900000000000006,36.42,72.59,6
caribbean,mediterranean,5.969999999999999,96.50999999999999,59.3,8
caribbean,italian,49.47,291.72,151.36,6
caribbean,american,16.72,192.81,79.34,5
caribbean,south american,2.549999999999997,58.61,55.339999999999996,2
caribbean,american,23.489999999999995,39.24000000000002,18.879999999999995,5
caribbean,american,4.439999999999998,61.71000000000001,21.39,5
caribbean,american,8.569999999999993,298.18,74.54,5
caribbean,french,30.359999999999992,148.62,175.53,6
caribbean,american,6.349999999999994,7.27000000000001,127.41,5
caribbean,indian,24.310000000000002,99.2,26.28,6
caribbean,american,5.569999999999993,59.44,21.590000000000003,5
caribbean,central europe,7.25,38.69000000000001,42.06,5
caribbean,american,61.56,45.53,181.46,5
caribbean,mexican,90.52,119.93,96.46,8
caribbean,american,92.2,35.47,102.26,5
caribbean,italian,30.120000000000005,22.060000000000002,103.28,6
caribbean,american,6.530000000000001,347.37,4.659999999999997,5
caribbean,eastern europe,110.29,58.36,119.9,6
caribbean,british,18.08,213.75,5.090000000000003,5
caribbean,chinese,56.95,69.25,60.75,6
caribbean,french,34.160000000000004,153.55,57.23,6
caribbean,french,17.310000000000002,63.00999999999999,53.14999999999999,6
caribbean,french,19.67,103.25,96.17,6
caribbean,french,7.849999999999994,80.52,52.89,6
caribbean,american,32.86,55.49000000000001,78.97,5
caribbean,mexican,133.18,76.45,179.73,8
caribbean,asian,8.450000000000003,64.39,59.9,5
caribbean,american,12.049999999999997,31.38000000000001,45.55,5
caribbean,french,83.93,245.88,331.29,6
caribbean,american,13.739999999999995,118.86,28.61,5
caribbean,mexican,0.0,224.64,81.0,8
caribbean,american,27.89,64.1,66.82,5
caribbean,mediterranean,115.42,15.530000000000001,1305.07,7
caribbean,indian,5.609999999999999,47.41,12.980000000000004,6
caribbean,american,64.16,260.81,146.33,5
caribbean,american,20.15,24.960000000000008,111.99,5
caribbean,italian,50.38,109.88,112.1,6
caribbean,mediterranean,118.32,42.58000000000001,75.47,8
caribbean,italian,8.280000000000001,167.87,33.64,6
caribbean,american,181.88,94.85,92.71,5
caribbean,mediterranean,159.33,41.28999999999998,134.16,8
caribbean,american,124.01,230.07,181.24,5
caribbean,american,31.89,298.07,109.02,5
caribbean,french,60.35000000000001,140.67,201.48,6
caribbean,american,15.370000000000005,18.310000000000002,35.08,5
caribbean,american,64.28,108.36,46.38000000000001,5
caribbean,american,27.29,156.45,7.570000000000007,5
caribbean,asian,2.700000000000003,33.620000000000005,40.92999999999999,5
caribbean,french,29.89,99.19,552.98,6
caribbean,american,30.449999999999996,51.96000000000001,106.8,5
caribbean,american,197.56,123.66,253.40999999999997,5
caribbean,french,3.4000000000000057,206.17,1.5999999999999943,6
caribbean,american,24.97,280.27,162.7,5
caribbean,south east asian,104.82,34.94,32.89,2
caribbean,american,211.64,47.69,100.54,5
caribbean,american,70.23,224.84,424.27,4
caribbean,american,28.370000000000005,13.960000000000008,101.73,5
caribbean,american,94.21,25.930000000000007,36.16,5
caribbean,french,29.89,99.19,552.98,6
caribbean,american,30.449999999999996,51.96000000000001,106.8,5
caribbean,american,197.56,123.66,253.40999999999997,5
caribbean,french,3.4000000000000057,206.17,1.5999999999999943,6
caribbean,american,24.97,280.27,162.7,5
caribbean,south east asian,104.82,34.94,32.89,2
caribbean,american,211.64,47.69,100.54,5
caribbean,american,70.23,224.84,424.27,4
caribbean,american,28.370000000000005,13.960000000000008,101.73,5
caribbean,american,94.21,25.930000000000007,36.16,5
central europe,american,46.36,84.52,42.61,5
central europe,american,41.73,143.91,73.88,5
central europe,american,103.83,82.54,139.3,5
central europe,american,140.19,524.38,221.29,5
central europe,american,73.05,266.38,166.64,5
central europe,american,143.13,208.42,189.86,5
central europe,american,29.53,168.46,59.83,5
central europe,american,45.25,106.45,98.01,5
central europe,american,60.38,272.18,287.22,5
central europe,american,124.77,512.21,147.15,5
central europe,american,54.22,143.1,81.73,5
central europe,american,71.19,428.01,248.97999999999996,5
central europe,american,36.74000000000001,127.18,60.04,5
central europe,american,119.69,80.59,33.39999999999999,5
central europe,american,132.14,453.36,72.61,5
central europe,american,120.98,530.66,289.27,4
central europe,american,62.84,884.1799999999998,321.47,4
central europe,american,103.83,82.54,139.3,5
central europe,asian,129.45,317.99,86.68,5
central europe,american,52.69,40.66,37.09,5
central europe,american,61.47,269.97,68.85,5
central europe,american,14.530000000000001,107.31,78.16,5
central europe,american,55.94,468.46,400.53,4
central europe,american,33.03000000000001,663.3,541.54,4
central europe,american,144.17,284.74,54.78,5
central europe,american,86.16,548.23,129.69,5
central europe,american,66.4,239.64,284.24,5
central europe,american,42.83,344.63,121.93,5
central europe,american,31.9,66.68,13.489999999999995,5
central europe,american,28.010000000000005,37.28999999999999,67.87,5
central europe,american,55.03,439.96,52.510000000000005,5
central europe,italian,113.8,391.09,97.24,6
central europe,american,105.08,635.06,243.28999999999996,4
central europe,american,29.039999999999992,178.5,73.99,5
central europe,french,56.1,486.28,195.65,6
central europe,american,161.61,304.45,175.45,5
central europe,american,55.62,662.7,93.64,5
central europe,american,20.769999999999996,129.36,26.85000000000001,5
central europe,american,74.83,374.84,36.75,5
central europe,american,42.07,170.89,42.08,5
central europe,italian,24.250000000000007,80.63,40.53,6
central europe,american,46.27,297.82,26.189999999999998,5
central europe,american,64.42,421.16,91.7,5
central europe,american,21.369999999999997,121.44,48.19,5
central europe,american,57.38,134.68,188.77,5
central europe,american,49.54,220.02,59.7,5
central europe,american,37.78,425.18,271.62,5
central europe,american,80.8,335.2,27.939999999999998,5
central europe,american,6.760000000000005,40.99000000000001,68.13,5
central europe,american,34.96,284.85,220.65,5
central europe,british,43.95,859.1099999999999,287.58,4
central europe,american,68.49,279.16,49.72,5
central europe,american,50.67,221.8,68.92,5
central europe,american,52.72,880.99,346.35,4
central europe,american,100.27,167.06,279.46,5
central europe,american,46.34,126.68,66.66,5
central europe,american,57.25999999999999,229.43,36.959999999999994,5
central europe,american,5.510000000000005,70.81,16.129999999999995,5
central europe,american,26.129999999999995,153.72,15.670000000000002,5
central europe,american,34.550000000000004,97.14,30.739999999999995,5
central europe,american,114.36,389.31000000000006,28.11,5
central europe,american,55.19,100.02,66.46,5
central europe,american,169.83,604.54,100.68,5
central europe,american,37.37,99.68,42.81,5
central europe,american,74.47,1032.3200000000002,465.91,4
central europe,american,35.919999999999995,223.73,71.83,5
central europe,american,129.49,548.31,119.91,5
central europe,japanese,24.230000000000004,198.01,32.0,6
central europe,french,35.2,405.49,129.47,6
central europe,american,57.67,132.69,72.92,5
central europe,american,33.99,158.29,73.24,5
central europe,american,17.710000000000008,99.41,32.22,5
central europe,american,33.96999999999999,422.06,151.76,5
central europe,american,41.62,119.38,71.62,5
central europe,american,39.49,531.36,211.22,5
central europe,american,71.56,310.5,39.60000000000001,5
central europe,american,53.02,221.99,68.26,5
central europe,american,41.75,1133.7,415.07,4
central europe,american,65.85,324.88,152.74,5
central europe,american,27.46,448.09,131.15,5
central europe,american,14.409999999999997,411.22,64.83,5
central europe,american,102.33,552.11,240.21000000000004,5
central europe,american,227.6,502.31,462.82,4
central europe,south east asian,80.51,190.71,52.97,2
central europe,american,40.32,217.22,141.53,5
central europe,american,40.15,136.6,18.22,5
central europe,american,107.55,859.49,382.54,4
central europe,american,52.39,263.63,47.66,5
central europe,american,166.81,444.38,25.659999999999997,5
central europe,american,106.76,425.81,101.91,5
central europe,american,27.770000000000003,619.26,207.28,5
central europe,american,98.03,714.56,314.5,4
central europe,american,80.51,190.71,52.97,5
central europe,american,54.63,448.19,138.11,5
central europe,american,36.93,418.54,106.0,5
central europe,south east asian,43.56,247.53,57.67,2
central europe,american,70.79,256.3,113.3,5
central europe,american,75.06,161.94,111.21,5
central europe,american,84.93,331.31,43.10000000000001,5
central europe,american,11.659999999999997,164.77,28.959999999999994,5
central europe,american,70.29,1101.77,331.04,4
central europe,american,37.11,384.44,135.66,5
central europe,american,71.33,222.41,121.53,5
central europe,american,155.27,571.66,106.53,5
central europe,asian,24.54,181.37,107.56,5
central europe,american,20.82,77.06,45.260000000000005,5
central europe,american,81.59,304.48,221.1,5
central europe,american,95.88,416.83,477.74,4
central europe,american,59.15,222.48,150.25,5
central europe,american,149.81,395.9,150.42,5
central europe,central europe,168.87,870.6699999999998,50.769999999999996,4
central europe,american,36.0,304.6,92.59,5
central europe,italian,72.92,373.65,54.98,6
central europe,american,31.11,463.9,275.34,5
central europe,american,38.34,243.38,68.53,5
central europe,american,94.34,522.29,354.72,4
central europe,american,98.26,498.68,200.96,5
central europe,american,22.049999999999997,79.91,36.019999999999996,5
central europe,american,37.9,51.12000000000002,156.63,5
central europe,american,133.22,511.08,63.01,5
central europe,american,24.810000000000002,143.11,186.7,5
central europe,american,38.03,122.84,130.18,5
central europe,american,50.97,1002.3499999999999,676.53,4
central europe,american,73.9,378.91,130.61,5
central europe,american,214.61,484.66,105.34,5
central europe,american,26.46,323.89,132.46,5
central europe,american,25.17,97.93,57.09,5
central europe,american,259.09,789.3899999999999,168.65,4
central europe,american,14.260000000000005,79.07,109.53,5
central europe,american,23.25,124.6,45.81,5
central europe,american,37.67999999999999,313.69,226.63,5
central europe,american,65.82,224.74,32.78,5
central europe,american,74.62,351.32,160.23,5
central europe,american,122.54,442.68,229.02,5
central europe,mediterranean,66.61,157.17,89.84,8
central europe,american,97.48,229.27,101.69,5
central europe,french,40.59,314.63,95.06,6
central europe,american,46.69,165.17,170.8,5
central europe,american,76.8,1295.31,756.82,4
central europe,american,79.46,265.89,116.58,5
central europe,american,38.309999999999995,441.56,109.48,5
central europe,american,38.34,330.17,174.65,5
central europe,american,74.95,102.31,85.59,5
central europe,american,61.46,529.8,330.19,4
central europe,mediterranean,66.35,290.35,116.51,8
central europe,american,61.46,529.8,330.19,4
central europe,italian,6.980000000000004,31.38000000000001,12.070000000000007,6
central europe,american,83.66,441.39,81.04,5
central europe,american,99.49,616.7,137.2,5
central europe,american,65.26,514.5,240.49,5
central europe,american,44.62,454.71,320.21,5
central europe,french,22.67,234.49,171.88,6
central europe,american,56.739999999999995,279.19,145.24,5
central europe,american,87.84,199.83,121.3,5
central europe,american,88.56,202.18,124.26,5
central europe,american,1.4500000000000028,0.09999999999999432,301.59,5
central europe,eastern europe,49.59,180.15,91.1,6
central europe,french,30.599999999999994,270.36,103.89,6
central europe,american,25.510000000000012,22.80000000000001,172.61,5
central europe,american,43.71,505.55,89.84,5
central europe,american,92.89,1079.21,330.99,4
central europe,american,19.35,185.39,46.89,5
central europe,american,70.47,524.05,165.8,5
central europe,american,43.24,61.71000000000001,62.75,5
central europe,american,12.150000000000006,177.57,91.47,5
central europe,american,29.980000000000004,240.24,11.780000000000001,5
central europe,american,15.280000000000001,24.099999999999994,75.12,5
central europe,american,135.16,595.7,98.97,5
central europe,american,99.13,891.96,223.08,4
central europe,american,42.5,182.74,52.72,5
central europe,american,91.67,262.84,45.06,5
central europe,american,55.2,233.31,79.82,5
central europe,american,8.710000000000008,102.45000000000002,18.760000000000005,5
central europe,american,27.909999999999997,406.69999999999993,94.66,5
central europe,american,54.39,74.21,73.09,5
central europe,american,101.15,272.84,66.63,5
central europe,japanese,31.81000000000001,295.6,11.959999999999994,6
central europe,american,104.24,539.25,14.780000000000001,5
central europe,nordic,81.33,788.44,176.4,8
central europe,american,55.47,198.88,69.92,5
central europe,american,198.89,851.5899999999999,80.86,4
central europe,american,9.510000000000005,33.92,11.36,5
central europe,american,55.3,385.05000000000007,192.81,5
central europe,american,16.42,50.16999999999999,27.989999999999995,5
central europe,mediterranean,8.370000000000005,34.75999999999999,18.010000000000005,8
central europe,american,22.97,25.129999999999995,106.85,5
central europe,american,28.72,151.67,136.98,5
central europe,american,22.83,226.55,165.84,5
central europe,american,34.11000000000001,254.47,41.28,5
central europe,american,119.72,312.06,136.44,5
central europe,american,67.86,133.37,114.89,5
central europe,american,66.39,96.28,197.65,5
central europe,american,12.719999999999999,3204.43,53.92,4
central europe,american,15.329999999999998,88.78,63.28,5
central europe,french,18.53,340.31000000000006,95.89,6
central europe,american,77.37,290.62,53.2,5
central europe,american,83.07,289.12,24.89,5
central europe,american,32.89000000000001,192.7,911.66,4
central europe,american,41.34,466.58,154.67,5
central europe,american,175.6,469.02,121.44,5
central europe,asian,11.460000000000008,39.75999999999999,14.129999999999995,5
central europe,american,62.69,275.49,262.8,5
central europe,french,37.67000000000001,118.32,15.719999999999999,6
central europe,american,26.64999999999999,316.79,119.73,5
central europe,american,59.46,65.69,67.7,5
central europe,american,9.89,4.189999999999998,341.1,5
central europe,french,16.319999999999993,119.85,87.04,6
central europe,american,29.92,164.72,38.36999999999999,5
central europe,american,9.189999999999998,136.89,228.0,5
central europe,american,26.33,36.65000000000002,29.47,5
central europe,british,28.33,194.44,41.45,5
central europe,american,3.1500000000000057,28.349999999999994,4.840000000000003,5
central europe,american,60.68,1131.87,113.81,4
central europe,american,7.0,31.62000000000002,8.679999999999993,5
central europe,american,30.839999999999996,247.0,16.36,5
central europe,american,80.07,223.02,266.4,5
central europe,american,10.930000000000007,37.099999999999994,41.709999999999994,5
central europe,american,30.89999999999999,196.29,153.5,5
central europe,american,29.369999999999997,568.68,97.64,5
central europe,american,43.88,239.08,154.42,5
central europe,american,27.090000000000003,473.21,76.49,5
central europe,south american,118.03,713.21,278.89,2
central europe,american,78.57,442.46,59.91,5
central europe,american,18.650000000000006,106.31,15.269999999999996,5
central europe,american,7.269999999999996,173.78,51.89999999999999,5
central europe,american,104.19,316.86,49.67999999999999,5
central europe,american,49.36,466.88,24.179999999999993,5
central europe,american,50.01,722.29,229.58,4
central europe,american,64.61,290.67,54.0,5
central europe,american,135.92,583.76,59.5,5
central europe,american,71.67,244.33,64.8,5
central europe,american,98.26,403.51,48.14,5
central europe,american,52.07,60.56,56.37,5
central europe,american,74.67,242.04,66.9,5
central europe,american,37.1,298.65,73.61,5
central europe,american,101.45,1210.44,371.51000000000005,4
central europe,british,27.489999999999988,328.04,84.0,5
central europe,italian,25.129999999999995,212.46,16.39,6
central europe,american,71.56,727.3899999999999,268.62,4
central europe,italian,130.69,183.5,96.88,6
central europe,american,35.18000000000001,28.079999999999984,155.98,5
central europe,american,2.4000000000000057,16.159999999999997,82.56,5
central europe,american,45.97,391.64,27.269999999999996,5
central europe,american,120.61,1486.52,685.22,4
central europe,south east asian,81.25,376.16,143.38,2
central europe,american,10.760000000000005,16.900000000000006,79.51,5
central europe,asian,30.26999999999999,24.730000000000004,22.72,5
central europe,american,85.38,300.79,83.5,5
central europe,american,41.81,212.07,100.09,5
central europe,american,185.31,22.829999999999984,93.78,5
central europe,american,67.37,327.18,59.52,5
central europe,american,74.16,120.17,380.98,5
central europe,american,11.659999999999997,96.4,54.73,5
central europe,asian,74.74,32.31,40.2,5
central europe,american,12.670000000000002,77.56,12.170000000000002,5
central europe,american,63.86,303.01,67.49,5
central europe,asian,18.760000000000005,32.31999999999999,17.909999999999997,5
central europe,mediterranean,120.85,767.1199999999999,18.230000000000004,8
central europe,american,79.69,262.1,130.71,5
central europe,american,22.049999999999997,31.41000000000001,44.91,5
central europe,american,28.189999999999998,112.52,25.870000000000005,5
central europe,american,106.33,309.79,144.92,5
central europe,american,151.55,654.47,56.44,5
central europe,american,21.17000000000001,120.27,41.10000000000001,5
central europe,south american,43.71,343.61,198.67,2
central europe,american,20.29,25.97,96.69,5
central europe,american,22.36,316.56,118.11,5
central europe,mediterranean,37.56,101.22,88.18,8
central europe,american,70.45,43.510000000000005,63.81,5
central europe,american,62.9,181.19,31.820000000000007,5
central europe,american,43.54,417.73,112.34,5
central europe,american,121.33,340.49,177.38,5
central europe,french,23.32999999999999,339.8,113.64,6
central europe,american,28.499999999999993,296.05,112.24,5
central europe,american,33.07,422.0,94.49,5
central europe,american,86.64,434.2,76.53,5
central europe,american,61.88,199.46,65.27,5
central europe,american,15.590000000000003,69.3,0.9699999999999989,5
central europe,american,142.21,512.07,75.14,5
central europe,american,57.85,227.15,105.16,5
central europe,mexican,102.31,337.22,197.22,8
central europe,world,14.760000000000005,330.45,79.45,2
central europe,american,37.62,152.18,196.5,5
central europe,american,47.7,190.91,70.41,5
central europe,american,38.94,333.75,88.42,5
central europe,french,66.43,400.61,228.71,6
central europe,asian,186.43,70.93,30.60000000000001,5
central europe,american,116.89,316.1,45.519999999999996,5
central europe,american,55.31,770.24,267.22,4
central europe,american,10.480000000000004,94.15,67.01,5
central europe,american,61.67,276.87,37.83,5
central europe,american,8.659999999999997,83.05,46.09,5
central europe,american,14.710000000000008,558.56,76.65,5
central europe,south east asian,123.43,287.59,133.03,2
central europe,american,75.12,622.73,68.91,5
central europe,american,18.200000000000003,105.12,32.85000000000001,5
central europe,chinese,6.019999999999996,21.02000000000001,0.9500000000000028,6
central europe,american,62.25,90.89,110.77,5
central europe,american,50.68,309.97,200.92,5
central europe,american,44.62,371.87,350.17,5
central europe,british,4.650000000000006,77.96,4.75,5
central europe,american,3.1200000000000045,9.710000000000008,5.390000000000001,5
central europe,american,63.64,457.67,101.36,5
central europe,american,37.56,101.22,80.74,5
central europe,american,72.96,427.95,33.85000000000001,5
central europe,american,141.85,361.97,150.89,5
central europe,american,7.010000000000005,45.28999999999999,7.679999999999993,5
central europe,american,23.14,313.45,51.010000000000005,5
central europe,american,75.54,201.64,83.46,5
central europe,american,83.47,343.82,132.41,5
central europe,indian,69.07,87.68,64.8,6
central europe,american,85.33,299.08,87.91,5
central europe,american,17.39,209.12,171.18,5
central europe,american,57.88,212.55,153.01,5
central europe,american,67.2,375.92,56.82,5
central europe,american,8.25,28.22999999999999,8.519999999999996,5
central europe,american,14.450000000000003,190.05,130.85,5
central europe,american,114.32,908.4300000000001,238.33,4
central europe,american,40.99,112.72,125.04,5
central europe,american,12.400000000000006,57.00999999999999,20.989999999999995,5
central europe,american,8.61,15.680000000000007,36.19,5
central europe,american,19.519999999999996,191.74,165.39,5
central europe,american,72.5,477.82,76.99,5
central europe,american,120.58,520.01,162.1,5
central europe,american,59.11,49.68000000000001,0.37999999999999545,5
central europe,american,6.019999999999996,127.9,1.980000000000004,5
central europe,asian,71.0,62.879999999999995,53.38,5
central europe,american,117.97,329.04,33.72,5
central europe,american,114.96,383.39,128.65,5
central europe,american,86.87,501.32,53.58,5
central europe,american,36.04,307.12,110.7,5
central europe,american,28.42,30.950000000000003,99.52,5
central europe,american,26.72,385.51,193.03,5
central europe,american,1.0900000000000034,99.98000000000002,0.23999999999999488,5
central europe,american,19.93,100.18,134.96,5
central europe,mediterranean,35.61,115.73,43.489999999999995,8
central europe,chinese,11.030000000000001,52.25999999999999,19.429999999999993,6
central europe,american,36.09,492.72,221.5,5
central europe,indian,39.11,104.85,97.12,6
central europe,american,125.93,357.20000000000005,139.6,5
central europe,italian,16.019999999999996,42.41,54.27,6
central europe,american,7.269999999999996,143.81,160.91,5
central europe,american,73.62,221.55,34.38000000000001,5
central europe,american,74.84,234.13,70.8,5
central europe,american,17.200000000000003,98.28,15.519999999999996,5
central europe,american,25.519999999999996,107.14,61.4,5
central europe,american,8.659999999999997,99.05,14.909999999999997,5
central europe,american,38.86,89.46,101.6,5
central europe,american,31.570000000000007,95.83,112.34,5
central europe,american,5.790000000000006,222.43,5.760000000000005,5
central europe,british,46.49,138.98,128.96,5
central europe,american,13.420000000000002,177.68,9.469999999999999,5
central europe,asian,29.380000000000003,45.68000000000001,19.5,5
central europe,american,29.840000000000003,63.91,92.41,5
central europe,world,5.810000000000002,155.67,10.769999999999996,2
central europe,american,12.36,151.54,97.35,5
central europe,american,17.210000000000008,115.94,180.87,5
central europe,mediterranean,21.179999999999993,84.51,72.18,8
central europe,american,66.71,586.6700000000001,225.24,5
central europe,american,7.6200000000000045,17.639999999999986,9.590000000000003,5
central europe,american,83.58,32.84,153.89,5
central europe,american,17.340000000000003,91.38999999999999,115.59,5
central europe,american,54.8,225.11,31.22,5
central europe,asian,41.19,114.26,19.730000000000004,5
central europe,south american,28.33,85.11,94.31,2
central europe,american,43.4,518.9,141.93,5
central europe,american,18.950000000000003,373.65999999999997,70.16,5
central europe,american,6.019999999999996,308.57,4.730000000000004,5
central europe,american,32.449999999999996,368.31,113.84,5
central europe,american,61.81,46.18000000000001,75.54,5
central europe,american,8.799999999999997,139.47,2.1899999999999977,5
central europe,american,35.57999999999999,262.82,7.890000000000001,5
central europe,mediterranean,30.739999999999995,84.99,104.24,8
central europe,american,32.14,190.38,39.92999999999999,5
central europe,american,11.900000000000006,143.33,92.97,5
central europe,chinese,11.739999999999995,10.22999999999999,32.11,6
central europe,american,27.200000000000003,102.17,42.17,5
central europe,american,29.060000000000002,223.51,111.76,5
central europe,american,8.560000000000002,146.03,42.540000000000006,5
central europe,american,29.25,102.35,62.48,5
central europe,american,33.83,108.25,14.189999999999998,5
central europe,south east asian,69.47,523.83,45.239999999999995,2
central europe,french,17.480000000000004,100.57,44.06,6
central europe,american,34.65999999999999,266.45,64.99,5
central europe,american,18.36,47.609999999999985,162.93,5
central europe,american,54.91,264.71,49.64999999999999,5
central europe,american,78.97,245.02,44.980000000000004,5
central europe,american,66.83,938.2900000000002,252.26,4
central europe,american,18.230000000000004,31.250000000000014,43.86,5
central europe,american,120.28,197.28,115.53,5
central europe,american,3.5999999999999943,13.97999999999999,71.09,5
central europe,american,57.58,46.33,29.679999999999993,5
central europe,mexican,34.34,48.42,50.86999999999999,8
central europe,mediterranean,59.07,262.48,42.64,8
central europe,american,17.319999999999993,106.32,57.73,5
central europe,american,38.71,545.64,135.55,5
central europe,american,11.879999999999995,169.1,97.21,5
central europe,american,45.72,211.44,86.92,5
central europe,american,20.769999999999996,90.18,59.76,5
central europe,american,6.769999999999996,102.28,23.03,5
central europe,american,9.150000000000006,39.7,43.86,5
central europe,american,76.01,132.07,50.95,5
central europe,american,20.349999999999994,123.04,29.019999999999996,5
central europe,american,35.95,114.25,28.959999999999994,5
central europe,american,85.42,292.08,91.47,5
central europe,american,33.279999999999994,101.9,2.989999999999995,5
central europe,american,50.83,249.54,90.69,5
central europe,american,14.319999999999993,122.56,31.659999999999997,5
central europe,middle eastern,127.16,430.33,43.33,8
central europe,american,41.97,142.86,18.909999999999997,5
central europe,american,55.62,193.4,143.75,5
central europe,american,29.689999999999998,49.33,16.42,5
central europe,japanese,18.36,51.95,84.05,6
central europe,american,44.2,231.63,39.97,5
central europe,italian,82.16,393.23,137.8,6
central europe,american,44.65,114.84,53.56,5
central europe,american,70.39,99.61,130.81,5
central europe,mexican,99.51,308.46,48.72,8
central europe,american,52.57000000000001,234.71,59.35,5
central europe,american,170.52,351.7,94.17,5
central europe,chinese,40.74,57.84,43.11,6
central europe,american,52.1,233.65,50.05,5
central europe,south east asian,16.75,48.120000000000005,47.06,2
central europe,american,4.730000000000004,38.99000000000002,18.820000000000007,5
central europe,chinese,42.07,84.73,76.58,6
central europe,american,0.5600000000000023,3.289999999999992,0.060000000000002274,5
central europe,american,23.83,282.81,103.33,5
central europe,american,119.7,385.64,191.84,5
central europe,american,52.1,233.65,50.05,5
central europe,american,68.31,177.32,70.78,5
central europe,american,89.72,304.98,67.7,5
central europe,american,8.870000000000005,112.76,41.16,5
central europe,american,33.25,115.8,63.11,5
central europe,asian,66.38,195.01,63.49,5
central europe,american,18.799999999999997,76.81,117.06,5
central europe,american,42.13,167.98,24.929999999999993,5
central europe,american,381.55,1264.46,37.230000000000004,4
central europe,american,319.54,1159.0,291.7,4
central europe,american,60.72999999999999,188.21,18.760000000000005,5
central europe,american,47.45,189.36,70.33,5
central europe,american,15.230000000000004,304.34,67.71,5
central europe,american,136.34,428.83,53.51,5
central europe,mexican,126.73,425.71,338.92,7
central europe,american,113.81,338.17,38.42999999999999,5
central europe,american,39.03,348.34,75.65,5
central europe,american,33.34,42.56,46.010000000000005,5
central europe,american,14.900000000000006,111.97,50.97,5
central europe,american,52.94,121.02,76.27,5
central europe,american,0.45999999999999375,2.6599999999999966,0.12000000000000455,5
central europe,french,47.43,319.17,232.71,6
central europe,american,26.359999999999992,279.82,58.73,5
central europe,american,50.04,300.89,48.64999999999999,5
central europe,american,60.67,558.45,19.72,5
central europe,mexican,71.06,54.84,66.08,8
central europe,american,2.489999999999995,135.45,25.78,5
central europe,american,0.9200000000000017,79.66,27.61,5
central europe,american,36.09,114.15,126.25,5
central europe,american,52.86999999999999,100.71,28.39,5
central europe,american,23.5,92.68,28.950000000000003,5
central europe,american,1.6099999999999994,27.460000000000008,0.6299999999999955,5
central europe,mediterranean,25.85,207.13,64.9,8
central europe,mexican,51.06,204.95,54.93000000000001,8
central europe,italian,19.380000000000003,93.24,11.530000000000001,6
central europe,american,4.200000000000003,164.16,14.870000000000005,5
central europe,american,28.42,244.78,1.4699999999999989,5
central europe,american,4.480000000000004,111.57,15.810000000000002,5
central europe,american,39.1,139.69,22.25,5
central europe,american,67.39,364.68,36.019999999999996,5
central europe,american,100.45,309.31,61.96,5
central europe,american,12.370000000000005,27.620000000000005,14.540000000000006,5
central europe,american,52.36,390.02,84.29,5
central europe,american,7.420000000000002,82.5,24.290000000000006,5
central europe,mediterranean,21.239999999999988,79.57,92.14,8
central europe,american,20.550000000000004,440.45,79.32,5
central europe,american,5.989999999999995,29.769999999999996,1.480000000000004,5
central europe,french,17.650000000000006,504.27,94.97,6
central europe,american,91.98,243.48,112.79,5
central europe,japanese,50.77,54.640000000000015,18.120000000000005,6
central europe,american,76.95,355.52,41.040000000000006,5
central europe,american,1.1899999999999977,424.99,193.24,5
central europe,south east asian,44.26,154.44,61.48,2
central europe,american,50.28,107.77,31.459999999999994,5
central europe,american,25.519999999999996,107.14,61.4,5
central europe,american,3.260000000000005,61.03,3.230000000000004,5
central europe,american,54.07,584.1,8.269999999999996,5
central europe,american,33.4,355.7,147.51,5
central europe,american,2.5799999999999983,40.25,14.280000000000001,5
central europe,american,51.29,101.78,127.63,5
central europe,american,66.77,281.85,107.09,5
central europe,american,70.95,39.42999999999999,62.98,5
central europe,american,5.780000000000001,84.31,0.8900000000000006,5
central europe,american,107.55,480.93,253.28999999999996,5
